dataset,n,algorithm,avg_time_us,min_time_us,median_time_us,char_comparisons,char_inspections,runs
nearly_sorted,2300,STRING_QUICKSORT,191.078,177.086,189.914,21360,23156,11
nearly_sorted,2300,STRING_MERGESORT_LCP,253.011,244.528,250.900,8553,17106,11
nearly_sorted,2300,MSD_RADIX_SORT,161.931,157.114,162.201,0,11162,11
nearly_sorted,2300,MSD_RADIX_SORT_WITH_STRING_QS,140.797,134.465,137.268,8753,15070,11
nearly_sorted,2400,QUICKSORT,340.958,330.488,333.878,35907,71814,11
nearly_sorted,2400,MERGESORT,240.483,233.290,235.523,20156,40312,11
nearly_sorted,2400,STRING_QUICKSORT,203.016,192.211,203.388,22428,24293,11
nearly_sorted,2400,STRING_MERGESORT_LCP,271.569,264.029,268.138,8777,17554,11
nearly_sorted,2400,MSD_RADIX_SORT,175.518,172.998,175.250,0,11648,11
nearly_sorted,2400,MSD_RADIX_SORT_WITH_STRING_QS,148.469,139.370,148.082,9116,15709,11
nearly_sorted,2500,QUICKSORT,352.565,341.778,351.941,37370,74740,11
nearly_sorted,2500,MERGESORT,249.790,241.792,248.774,21021,42042,11
nearly_sorted,2500,STRING_QUICKSORT,212.238,202.673,211.410,23530,25474,11
nearly_sorted,2500,STRING_MERGESORT_LCP,279.600,269.066,277.633,9101,18202,11
nearly_sorted,2500,MSD_RADIX_SORT,176.551,173.145,174.567,0,12140,11
nearly_sorted,2500,MSD_RADIX_SORT_WITH_STRING_QS,158.039,147.731,155.413,9501,16374,11
nearly_sorted,2600,QUICKSORT,455.275,361.985,482.745,39270,78540,11
nearly_sorted,2600,MERGESORT,431.284,410.630,422.987,22090,44180,11
nearly_sorted,2600,STRING_QUICKSORT,330.297,308.772,331.795,24619,26651,11
nearly_sorted,2600,STRING_MERGESORT_LCP,487.149,444.278,475.266,9607,19214,11
nearly_sorted,2600,MSD_RADIX_SORT,234.636,179.816,203.798,0,12606,11
nearly_sorted,2600,MSD_RADIX_SORT_WITH_STRING_QS,185.598,154.267,162.191,9879,17022,11
nearly_sorted,2700,QUICKSORT,407.497,379.728,401.037,41358,82716,11
nearly_sorted,2700,MERGESORT,323.295,282.486,320.927,23094,46188,11
nearly_sorted,2700,STRING_QUICKSORT,247.174,224.835,248.390,25880,27996,11
nearly_sorted,2700,STRING_MERGESORT_LCP,342.966,307.343,338.007,10074,20148,11
nearly_sorted,2700,MSD_RADIX_SORT,203.192,188.997,196.885,0,13088,11
nearly_sorted,2700,MSD_RADIX_SORT_WITH_STRING_QS,176.457,160.210,171.887,10290,17711,11
nearly_sorted,2800,QUICKSORT,460.899,396.126,450.712,43061,86122,11
nearly_sorted,2800,MERGESORT,320.547,277.299,313.263,23686,47372,11
nearly_sorted,2800,STRING_QUICKSORT,267.262,239.188,261.133,26912,29097,11
nearly_sorted,2800,STRING_MERGESORT_LCP,389.896,317.823,345.772,10149,20298,11
nearly_sorted,2800,MSD_RADIX_SORT,275.525,198.777,304.661,0,13560,11
nearly_sorted,2800,MSD_RADIX_SORT_WITH_STRING_QS,200.402,169.020,189.500,10687,18381,11
nearly_sorted,2900,QUICKSORT,459.392,414.810,450.101,44906,89812,11
nearly_sorted,2900,MERGESORT,323.447,289.012,300.337,24679,49358,11
nearly_sorted,2900,STRING_QUICKSORT,302.390,265.986,307.511,27795,30059,11
nearly_sorted,2900,STRING_MERGESORT_LCP,472.003,361.855,482.013,10573,21146,11
nearly_sorted,2900,MSD_RADIX_SORT,256.965,203.691,259.881,0,14062,11
nearly_sorted,2900,MSD_RADIX_SORT_WITH_STRING_QS,206.715,182.012,199.324,11073,19041,11
nearly_sorted,3000,QUICKSORT,465.825,423.755,448.067,46844,93688,11
nearly_sorted,3000,MERGESORT,320.846,305.460,313.567,25857,51714,11
nearly_sorted,3000,STRING_QUICKSORT,266.526,246.157,256.829,28987,31340,11
nearly_sorted,3000,STRING_MERGESORT_LCP,353.385,339.292,344.357,11051,22102,11
nearly_sorted,3000,MSD_RADIX_SORT,213.833,208.773,210.228,0,14556,11
nearly_sorted,3000,MSD_RADIX_SORT_WITH_STRING_QS,191.188,178.618,185.612,11456,19698,11
random,100,QUICKSORT,13.061,11.174,12.363,774,1548,11
random,100,MERGESORT,12.679,10.973,11.395,587,1174,11
random,100,STRING_QUICKSORT,9.213,7.946,8.559,678,759,11
random,100,STRING_MERGESORT_LCP,14.036,12.083,12.627,503,1006,11
random,100,MSD_RADIX_SORT,13.595,13.005,13.312,0,358,11
random,100,MSD_RADIX_SORT_WITH_STRING_QS,4.867,4.470,4.754,57,298,11
random,200,QUICKSORT,35.355,30.646,33.895,1772,3544,11
random,200,MERGESORT,50.936,27.170,42.216,1481,2962,11
random,200,STRING_QUICKSORT,31.372,11.162,20.835,1408,1570,11
random,200,STRING_MERGESORT_LCP,19.667,14.246,16.087,1184,2368,11
random,200,MSD_RADIX_SORT,16.516,15.860,16.374,0,804,11
random,200,MSD_RADIX_SORT_WITH_STRING_QS,6.988,6.085,6.247,217,730,11
random,300,QUICKSORT,48.661,41.502,46.414,3114,6228,11
random,300,MERGESORT,38.568,31.237,35.519,2526,5052,11
random,300,STRING_QUICKSORT,25.456,18.784,24.747,2280,2530,11
random,300,STRING_MERGESORT_LCP,34.742,24.628,32.775,1918,3836,11
random,300,MSD_RADIX_SORT,21.058,20.517,20.972,0,1234,11
random,300,MSD_RADIX_SORT_WITH_STRING_QS,11.066,9.813,10.021,452,1240,11
random,400,QUICKSORT,65.397,57.993,62.671,4091,8182,11
random,400,MERGESORT,55.967,49.403,51.865,3669,7338,11
random,400,STRING_QUICKSORT,33.896,25.764,31.015,3046,3375,11
random,400,STRING_MERGESORT_LCP,52.636,38.955,47.132,2713,5426,11
random,400,MSD_RADIX_SORT,27.034,26.321,27.203,0,1682,11
random,400,MSD_RADIX_SORT_WITH_STRING_QS,16.788,14.189,14.785,675,1727,11
random,500,QUICKSORT,87.494,80.939,83.991,5639,11278,11
random,500,MERGESORT,75.925,69.423,72.775,4862,9724,11
random,500,STRING_QUICKSORT,45.186,37.627,42.372,3793,4181,11
random,500,STRING_MERGESORT_LCP,73.209,55.635,67.383,3512,7024,11
random,500,MSD_RADIX_SORT,34.209,31.399,32.174,0,2116,11
random,500,MSD_RADIX_SORT_WITH_STRING_QS,27.859,21.037,27.146,980,2301,11
random,600,QUICKSORT,107.873,100.696,105.504,6915,13830,11
random,600,MERGESORT,98.718,91.731,96.817,6133,12266,11
random,600,STRING_QUICKSORT,62.507,50.302,55.500,5345,5824,11
random,600,STRING_MERGESORT_LCP,99.135,76.854,91.973,4346,8692,11
random,600,MSD_RADIX_SORT,38.369,37.454,38.398,0,2570,11
random,600,MSD_RADIX_SORT_WITH_STRING_QS,33.267,26.006,32.446,1316,2905,11
random,700,QUICKSORT,138.750,126.341,134.455,8753,17506,11
random,700,MERGESORT,121.709,112.028,116.359,7476,14952,11
random,700,STRING_QUICKSORT,78.392,65.931,73.443,6219,6773,11
random,700,STRING_MERGESORT_LCP,122.877,99.042,108.843,5211,10422,11
random,700,MSD_RADIX_SORT,43.084,40.863,41.174,0,3026,11
random,700,MSD_RADIX_SORT_WITH_STRING_QS,42.145,31.879,43.051,1671,3544,11
random,800,QUICKSORT,179.371,161.458,176.197,11344,22688,11
random,800,MERGESORT,146.443,132.464,144.067,8807,17614,11
random,800,STRING_QUICKSORT,94.749,82.300,93.931,7726,8346,11
random,800,STRING_MERGESORT_LCP,152.756,133.743,150.766,6096,12192,11
random,800,MSD_RADIX_SORT,49.969,49.017,49.923,0,3462,11
random,800,MSD_RADIX_SORT_WITH_STRING_QS,45.584,37.197,44.204,2044,4179,11
random,900,QUICKSORT,183.787,174.339,179.744,12595,25190,11
random,900,MERGESORT,174.825,154.773,172.336,10204,20408,11
random,900,STRING_QUICKSORT,115.853,99.573,110.506,8807,9495,11
random,900,STRING_MERGESORT_LCP,166.114,147.249,162.166,6997,13994,11
random,900,MSD_RADIX_SORT,58.131,51.655,53.366,0,3926,11
random,900,MSD_RADIX_SORT_WITH_STRING_QS,52.868,42.784,53.460,2456,4873,11
random,1000,QUICKSORT,213.987,204.953,211.241,14149,28298,11
random,1000,MERGESORT,197.932,178.118,186.725,11552,23104,11
random,1000,STRING_QUICKSORT,120.841,110.174,115.653,9296,10053,11
random,1000,STRING_MERGESORT_LCP,193.136,173.826,190.159,7815,15630,11
random,1000,MSD_RADIX_SORT,63.833,56.680,58.239,0,4362,11
random,1000,MSD_RADIX_SORT_WITH_STRING_QS,63.863,51.961,62.441,2906,5603,11
random,1100,QUICKSORT,243.645,234.525,241.013,16589,33178,11
random,1100,MERGESORT,218.267,202.312,211.605,13021,26042,11
random,1100,STRING_QUICKSORT,146.941,136.851,145.231,11379,12227,11
random,1100,STRING_MERGESORT_LCP,237.071,211.454,222.158,8706,17412,11
random,1100,MSD_RADIX_SORT,66.456,64.217,66.440,0,4828,11
random,1100,MSD_RADIX_SORT_WITH_STRING_QS,71.981,60.732,68.483,3337,6307,11
random,1200,QUICKSORT,266.919,257.121,264.030,18004,36008,11
random,1200,MERGESORT,233.363,226.200,230.666,14516,29032,11
random,1200,STRING_QUICKSORT,159.163,148.987,155.596,11964,12876,11
random,1200,STRING_MERGESORT_LCP,245.249,229.423,239.286,9652,19304,11
random,1200,MSD_RADIX_SORT,83.081,73.185,76.167,0,5308,11
random,1200,MSD_RADIX_SORT_WITH_STRING_QS,80.196,68.479,76.565,3859,7101,11
random,1300,QUICKSORT,293.054,280.436,291.892,19176,38352,11
random,1300,MERGESORT,258.089,249.088,253.273,16064,32128,11
random,1300,STRING_QUICKSORT,175.837,165.299,173.135,14089,15090,11
random,1300,STRING_MERGESORT_LCP,278.426,265.455,273.499,10635,21270,11
random,1300,MSD_RADIX_SORT,81.865,80.235,81.790,0,5816,11
random,1300,MSD_RADIX_SORT_WITH_STRING_QS,92.906,81.304,92.169,4181,7695,11
random,1400,QUICKSORT,312.846,301.112,311.361,21311,42622,11
random,1400,MERGESORT,286.574,277.744,284.236,17628,35256,11
random,1400,STRING_QUICKSORT,190.265,179.694,187.061,14062,15126,11
random,1400,STRING_MERGESORT_LCP,299.367,283.176,296.546,11604,23208,11
random,1400,MSD_RADIX_SORT,88.076,85.566,87.557,0,6272,11
random,1400,MSD_RADIX_SORT_WITH_STRING_QS,100.040,90.090,97.191,4761,8546,11
random,1500,QUICKSORT,347.939,340.495,342.965,23284,46568,11
random,1500,MERGESORT,306.200,298.181,305.252,19131,38262,11
random,1500,STRING_QUICKSORT,202.466,192.336,202.513,15223,16369,11
random,1500,STRING_MERGESORT_LCP,320.661,308.891,314.750,12525,25050,11
random,1500,MSD_RADIX_SORT,90.369,88.695,89.914,0,6748,11
random,1500,MSD_RADIX_SORT_WITH_STRING_QS,111.445,100.900,107.471,5480,9564,11
random,1600,QUICKSORT,385.983,372.675,378.277,27179,54358,11
random,1600,MERGESORT,331.797,319.620,326.298,20664,41328,11
random,1600,STRING_QUICKSORT,227.855,214.971,224.728,16750,17967,11
random,1600,STRING_MERGESORT_LCP,362.187,345.925,357.503,13457,26914,11
random,1600,MSD_RADIX_SORT,99.009,95.870,98.022,0,7238,11
random,1600,MSD_RADIX_SORT_WITH_STRING_QS,127.770,112.492,122.017,5779,10149,11
random,1700,QUICKSORT,404.049,388.511,397.477,27419,54838,11
random,1700,MERGESORT,359.391,348.185,357.241,22308,44616,11
random,1700,STRING_QUICKSORT,235.149,224.685,234.658,17371,18663,11
random,1700,STRING_MERGESORT_LCP,387.539,374.913,381.954,14462,28924,11
random,1700,MSD_RADIX_SORT,105.822,104.553,104.998,0,7736,11
random,1700,MSD_RADIX_SORT_WITH_STRING_QS,129.391,122.192,124.953,6409,11039,11
random,1800,QUICKSORT,421.130,412.388,420.063,28606,57212,11
random,1800,MERGESORT,382.358,371.110,378.903,23966,47932,11
random,1800,STRING_QUICKSORT,263.078,252.311,261.153,19561,20939,11
random,1800,STRING_MERGESORT_LCP,407.586,391.601,405.804,15501,31002,11
random,1800,MSD_RADIX_SORT,116.863,112.684,115.636,0,8252,11
random,1800,MSD_RADIX_SORT_WITH_STRING_QS,142.664,129.594,140.678,6861,11772,11
random,1900,QUICKSORT,461.617,448.978,460.080,32490,64980,11
random,1900,MERGESORT,404.978,390.173,400.135,25576,51152,11
random,1900,STRING_QUICKSORT,275.510,264.443,274.558,20866,22328,11
random,1900,STRING_MERGESORT_LCP,441.210,425.038,436.920,16463,32926,11
random,1900,MSD_RADIX_SORT,125.819,120.653,125.498,0,8766,11
random,1900,MSD_RADIX_SORT_WITH_STRING_QS,152.924,140.551,153.895,7633,12830,11
random,2000,QUICKSORT,493.747,482.732,487.649,35000,70000,11
random,2000,MERGESORT,425.034,415.188,422.903,27133,54266,11
random,2000,STRING_QUICKSORT,295.731,283.812,294.628,22827,24381,11
random,2000,STRING_MERGESORT_LCP,470.405,453.774,473.520,17373,34746,11
random,2000,MSD_RADIX_SORT,135.850,128.728,135.822,0,9276,11
random,2000,MSD_RADIX_SORT_WITH_STRING_QS,165.985,154.813,164.252,8188,13667,11
random,2100,QUICKSORT,514.704,500.240,512.484,33543,67086,11
random,2100,MERGESORT,454.362,438.829,453.286,28797,57594,11
random,2100,STRING_QUICKSORT,316.193,300.930,313.223,23342,24962,11
random,2100,STRING_MERGESORT_LCP,494.376,477.456,486.608,18409,36818,11
random,2100,MSD_RADIX_SORT,138.233,132.107,136.634,0,9786,11
random,2100,MSD_RADIX_SORT_WITH_STRING_QS,176.718,166.297,175.077,8624,14361,11
random,2200,QUICKSORT,534.180,523.972,529.684,36912,73824,11
random,2200,MERGESORT,486.670,468.483,482.041,30523,61046,11
random,2200,STRING_QUICKSORT,335.632,325.622,334.378,24965,26669,11
random,2200,STRING_MERGESORT_LCP,524.435,500.515,516.568,19432,38864,11
random,2200,MSD_RADIX_SORT,144.423,141.421,143.295,0,10276,11
random,2200,MSD_RADIX_SORT_WITH_STRING_QS,186.387,176.558,186.520,9220,15257,11
random,2300,QUICKSORT,574.043,558.863,570.072,40338,80676,11
random,2300,MERGESORT,507.553,488.283,502.233,32278,64556,11
random,2300,STRING_QUICKSORT,347.780,338.002,344.116,27354,29114,11
random,2300,STRING_MERGESORT_LCP,543.993,524.890,537.524,20502,41004,11
random,2300,MSD_RADIX_SORT,148.432,145.965,147.711,0,10756,11
random,2300,MSD_RADIX_SORT_WITH_STRING_QS,196.182,188.158,192.095,9927,16236,11
random,2400,QUICKSORT,621.439,591.640,616.770,40707,81414,11
random,2400,MERGESORT,533.484,514.915,532.633,33933,67866,11
random,2400,STRING_QUICKSORT,360.233,346.841,359.768,24973,26827,11
random,2400,STRING_MERGESORT_LCP,583.262,556.009,580.295,21454,42908,11
random,2400,MSD_RADIX_SORT,162.918,158.895,161.087,0,11330,11
random,2400,MSD_RADIX_SORT_WITH_STRING_QS,210.718,198.944,206.589,10329,16912,11
random,2500,QUICKSORT,636.586,610.441,630.212,43328,86656,11
random,2500,MERGESORT,562.147,543.147,562.564,35748,71496,11
random,2500,STRING_QUICKSORT,389.930,372.378,386.300,28303,30251,11
random,2500,STRING_MERGESORT_LCP,601.011,588.632,599.268,22585,45170,11
random,2500,MSD_RADIX_SORT,170.467,166.683,169.879,0,11894,11
random,2500,MSD_RADIX_SORT_WITH_STRING_QS,221.711,211.213,218.918,11026,17902,11
random,2600,QUICKSORT,651.927,634.268,644.700,44739,89478,11
random,2600,MERGESORT,579.230,566.778,574.232,37435,74870,11
random,2600,STRING_QUICKSORT,398.887,386.237,394.469,27096,29132,11
random,2600,STRING_MERGESORT_LCP,628.940,607.050,627.396,23585,47170,11
random,2600,MSD_RADIX_SORT,184.431,176.857,182.913,0,12456,11
random,2600,MSD_RADIX_SORT_WITH_STRING_QS,232.251,220.074,229.589,11533,18697,11
random,2700,QUICKSORT,699.516,677.443,694.083,49018,98036,11
random,2700,MERGESORT,619.374,598.637,608.620,39314,78628,11
random,2700,STRING_QUICKSORT,438.689,422.014,432.435,32109,34246,11
random,2700,STRING_MERGESORT_LCP,666.242,649.110,660.101,24690,49380,11
random,2700,MSD_RADIX_SORT,190.656,184.033,192.093,0,12988,11
random,2700,MSD_RADIX_SORT_WITH_STRING_QS,242.424,231.094,238.954,12084,19555,11
random,2800,QUICKSORT,730.704,708.623,724.840,50240,100480,11
random,2800,MERGESORT,635.188,623.972,630.973,40997,81994,11
random,2800,STRING_QUICKSORT,429.444,419.438,424.481,31077,33287,11
random,2800,STRING_MERGESORT_LCP,690.751,671.840,688.184,25667,51334,11
random,2800,MSD_RADIX_SORT,201.131,194.280,202.048,0,13482,11
random,2800,MSD_RADIX_SORT_WITH_STRING_QS,255.039,244.436,251.725,13008,20739,11
random,2900,QUICKSORT,741.602,724.169,738.616,51651,103302,11
random,2900,MERGESORT,703.712,675.654,694.897,42761,85522,11
random,2900,STRING_QUICKSORT,450.508,434.459,450.043,31204,33485,11
random,2900,STRING_MERGESORT_LCP,758.593,737.637,750.802,26691,53382,11
random,2900,MSD_RADIX_SORT,236.578,228.339,234.467,0,14042,11
random,2900,MSD_RADIX_SORT_WITH_STRING_QS,292.812,276.948,291.627,13721,21726,11
random,3000,QUICKSORT,766.299,746.365,761.519,54060,108120,11
random,3000,MERGESORT,728.056,700.296,718.266,44571,89142,11
random,3000,STRING_QUICKSORT,475.704,461.019,470.915,34537,36877,11
random,3000,STRING_MERGESORT_LCP,778.736,754.330,780.308,27816,55632,11
random,3000,MSD_RADIX_SORT,242.113,235.171,240.042,0,14556,11
random,3000,MSD_RADIX_SORT_WITH_STRING_QS,305.241,294.916,299.434,14267,22556,11
reverse,100,QUICKSORT,9.718,8.331,9.003,933,1866,11
reverse,100,MERGESORT,6.867,5.933,6.290,665,1330,11
reverse,100,STRING_QUICKSORT,4.804,4.111,4.168,566,646,11
reverse,100,STRING_MERGESORT_LCP,6.915,5.782,6.262,370,740,11
reverse,100,MSD_RADIX_SORT,7.881,7.409,7.648,0,494,11
reverse,100,MSD_RADIX_SORT_WITH_STRING_QS,5.416,4.840,5.054,354,631,11
reverse,200,QUICKSORT,21.127,18.453,20.071,2141,4282,11
reverse,200,MERGESORT,14.748,13.534,14.255,1463,2926,11
reverse,200,STRING_QUICKSORT,11.335,9.585,10.069,1262,1420,11
reverse,200,STRING_MERGESORT_LCP,15.213,13.437,14.050,752,1504,11
reverse,200,MSD_RADIX_SORT,17.546,16.763,17.646,0,994,11
reverse,200,MSD_RADIX_SORT_WITH_STRING_QS,10.773,9.601,9.896,744,1296,11
reverse,300,QUICKSORT,32.385,28.379,30.555,3411,6822,11
reverse,300,MERGESORT,24.131,22.392,22.946,2316,4632,11
reverse,300,STRING_QUICKSORT,17.452,15.399,15.871,2122,2362,11
reverse,300,STRING_MERGESORT_LCP,29.017,22.020,24.915,1168,2336,11
reverse,300,MSD_RADIX_SORT,21.365,20.770,21.257,0,1468,11
reverse,300,MSD_RADIX_SORT_WITH_STRING_QS,15.986,14.090,14.818,1111,1926,11
reverse,400,QUICKSORT,44.415,39.939,41.352,4855,9710,11
reverse,400,MERGESORT,32.976,29.990,32.097,3132,6264,11
reverse,400,STRING_QUICKSORT,23.598,20.255,21.510,2808,3116,11
reverse,400,STRING_MERGESORT_LCP,33.446,29.803,31.141,1537,3074,11
reverse,400,MSD_RADIX_SORT,28.390,27.422,28.185,0,1950,11
reverse,400,MSD_RADIX_SORT_WITH_STRING_QS,21.130,18.755,19.670,1471,2559,11
reverse,500,QUICKSORT,57.674,51.622,54.296,6160,12320,11
reverse,500,MERGESORT,47.121,41.197,42.718,3835,7670,11
reverse,500,STRING_QUICKSORT,31.256,27.338,29.898,3631,4019,11
reverse,500,STRING_MERGESORT_LCP,48.021,43.954,46.071,1876,3752,11
reverse,500,MSD_RADIX_SORT,36.710,35.462,36.593,0,2412,11
reverse,500,MSD_RADIX_SORT_WITH_STRING_QS,29.026,24.530,27.081,1867,3227,11
reverse,600,QUICKSORT,70.448,63.559,65.332,7510,15020,11
reverse,600,MERGESORT,51.014,47.472,49.164,4918,9836,11
reverse,600,STRING_QUICKSORT,38.693,32.798,37.912,4473,4936,11
reverse,600,STRING_MERGESORT_LCP,52.901,48.135,50.337,2339,4678,11
reverse,600,MSD_RADIX_SORT,41.482,40.401,41.454,0,2908,11
reverse,600,MSD_RADIX_SORT_WITH_STRING_QS,32.889,29.376,31.344,2215,3851,11
reverse,700,QUICKSORT,86.196,76.364,84.174,9042,18084,11
reverse,700,MERGESORT,63.509,59.498,61.191,5886,11772,11
reverse,700,STRING_QUICKSORT,46.532,40.082,43.484,5395,5941,11
reverse,700,STRING_MERGESORT_LCP,68.162,61.313,64.388,2790,5580,11
reverse,700,MSD_RADIX_SORT,49.640,48.776,49.383,0,3392,11
reverse,700,MSD_RADIX_SORT_WITH_STRING_QS,39.787,34.194,37.368,2602,4510,11
reverse,800,QUICKSORT,98.881,90.774,97.620,10602,21204,11
reverse,800,MERGESORT,73.831,69.191,71.583,6684,13368,11
reverse,800,STRING_QUICKSORT,52.821,45.479,49.602,6188,6801,11
reverse,800,STRING_MERGESORT_LCP,79.639,72.227,75.076,3117,6234,11
reverse,800,MSD_RADIX_SORT,55.968,54.177,55.759,0,3862,11
reverse,800,MSD_RADIX_SORT_WITH_STRING_QS,46.926,42.405,44.450,2964,5140,11
reverse,900,QUICKSORT,110.928,104.182,106.258,12052,24104,11
reverse,900,MERGESORT,81.074,76.943,79.448,7536,15072,11
reverse,900,STRING_QUICKSORT,62.658,55.495,60.362,7165,7867,11
reverse,900,STRING_MERGESORT_LCP,93.401,85.487,92.516,3516,7032,11
reverse,900,MSD_RADIX_SORT,67.942,65.482,66.850,0,4344,11
reverse,900,MSD_RADIX_SORT_WITH_STRING_QS,54.511,48.402,53.441,3332,5779,11
reverse,1000,QUICKSORT,121.541,114.655,118.590,13496,26992,11
reverse,1000,MERGESORT,90.494,86.356,87.165,8181,16362,11
reverse,1000,STRING_QUICKSORT,69.503,62.721,66.925,8087,8867,11
reverse,1000,STRING_MERGESORT_LCP,100.893,93.098,99.070,3780,7560,11
reverse,1000,MSD_RADIX_SORT,69.477,67.709,68.979,0,4824,11
reverse,1000,MSD_RADIX_SORT_WITH_STRING_QS,57.421,52.368,54.874,3715,6439,11
reverse,1100,QUICKSORT,137.664,128.085,134.695,14978,29956,11
reverse,1100,MERGESORT,105.008,97.717,101.299,9383,18766,11
reverse,1100,STRING_QUICKSORT,80.319,71.881,78.660,9069,9915,11
reverse,1100,STRING_MERGESORT_LCP,118.097,112.409,114.339,4357,8714,11
reverse,1100,MSD_RADIX_SORT,81.111,79.938,80.782,0,5330,11
reverse,1100,MSD_RADIX_SORT_WITH_STRING_QS,67.672,59.640,64.664,4088,7084,11
reverse,1200,QUICKSORT,149.515,142.030,146.948,16370,32740,11
reverse,1200,MERGESORT,111.454,105.287,108.669,10441,20882,11
reverse,1200,STRING_QUICKSORT,87.466,80.021,86.297,9981,10918,11
reverse,1200,STRING_MERGESORT_LCP,121.406,114.280,118.583,4711,9422,11
reverse,1200,MSD_RADIX_SORT,86.711,85.868,86.665,0,5814,11
reverse,1200,MSD_RADIX_SORT_WITH_STRING_QS,70.589,63.089,67.456,4444,7714,11
reverse,1300,QUICKSORT,166.736,159.033,163.933,18205,36410,11
reverse,1300,MERGESORT,121.727,116.587,119.279,11417,22834,11
reverse,1300,STRING_QUICKSORT,97.185,88.228,92.736,11054,12064,11
reverse,1300,STRING_MERGESORT_LCP,132.670,124.728,128.414,5123,10246,11
reverse,1300,MSD_RADIX_SORT,90.629,89.028,90.555,0,6314,11
reverse,1300,MSD_RADIX_SORT_WITH_STRING_QS,75.211,68.858,73.322,4821,8365,11
reverse,1400,QUICKSORT,180.584,172.658,178.804,19693,39386,11
reverse,1400,MERGESORT,135.840,129.104,131.522,12441,24882,11
reverse,1400,STRING_QUICKSORT,106.029,96.810,103.074,11960,13046,11
reverse,1400,STRING_MERGESORT_LCP,150.240,140.928,146.835,5580,11160,11
reverse,1400,MSD_RADIX_SORT,99.465,96.863,98.503,0,6770,11
reverse,1400,MSD_RADIX_SORT_WITH_STRING_QS,82.334,76.476,80.404,5173,8985,11
reverse,1500,QUICKSORT,193.417,186.598,191.067,21475,42950,11
reverse,1500,MERGESORT,147.056,141.072,142.955,13368,26736,11
reverse,1500,STRING_QUICKSORT,112.765,102.694,111.198,12945,14117,11
reverse,1500,STRING_MERGESORT_LCP,160.530,151.835,156.685,6002,12004,11
reverse,1500,MSD_RADIX_SORT,109.693,106.700,107.448,0,7264,11
reverse,1500,MSD_RADIX_SORT_WITH_STRING_QS,88.441,82.099,85.416,5544,9635,11
reverse,1600,QUICKSORT,207.402,199.666,203.928,22794,45588,11
reverse,1600,MERGESORT,155.137,150.260,153.367,14226,28452,11
reverse,1600,STRING_QUICKSORT,123.743,113.157,118.376,14128,15378,11
reverse,1600,STRING_MERGESORT_LCP,175.583,166.145,173.373,6300,12600,11
reverse,1600,MSD_RADIX_SORT,113.424,111.666,112.755,0,7762,11
reverse,1600,MSD_RADIX_SORT_WITH_STRING_QS,93.389,88.016,90.920,5932,10293,11
reverse,1700,QUICKSORT,224.098,213.341,221.262,24522,49044,11
reverse,1700,MERGESORT,169.474,162.392,167.475,15310,30620,11
reverse,1700,STRING_QUICKSORT,129.977,120.916,124.913,14952,16280,11
reverse,1700,STRING_MERGESORT_LCP,186.290,178.431,183.385,6809,13618,11
reverse,1700,MSD_RADIX_SORT,120.082,117.918,119.169,0,8248,11
reverse,1700,MSD_RADIX_SORT_WITH_STRING_QS,100.019,92.936,96.335,6286,10919,11
reverse,1800,QUICKSORT,235.021,226.424,231.661,25970,51940,11
reverse,1800,MERGESORT,175.087,169.937,172.470,15961,31922,11
reverse,1800,STRING_QUICKSORT,143.371,136.456,140.621,16145,17546,11
reverse,1800,STRING_MERGESORT_LCP,196.411,187.370,193.321,7007,14014,11
reverse,1800,MSD_RADIX_SORT,129.813,126.189,127.903,0,8730,11
reverse,1800,MSD_RADIX_SORT_WITH_STRING_QS,110.958,103.086,109.161,6633,11539,11
reverse,1900,QUICKSORT,251.613,243.242,249.271,27516,55032,11
reverse,1900,MERGESORT,187.082,176.534,180.032,16721,33442,11
reverse,1900,STRING_QUICKSORT,151.761,140.237,150.268,16859,18328,11
reverse,1900,STRING_MERGESORT_LCP,208.242,195.772,205.362,7336,14672,11
reverse,1900,MSD_RADIX_SORT,132.187,130.081,131.747,0,9192,11
reverse,1900,MSD_RADIX_SORT_WITH_STRING_QS,118.059,107.367,111.524,6988,12160,11
reverse,2000,QUICKSORT,265.688,256.170,261.424,29261,58522,11
reverse,2000,MERGESORT,190.692,185.246,188.134,17391,34782,11
reverse,2000,STRING_QUICKSORT,154.982,146.721,149.576,17940,19483,11
reverse,2000,STRING_MERGESORT_LCP,212.854,206.111,209.769,7626,15252,11
reverse,2000,MSD_RADIX_SORT,140.435,135.726,138.405,0,9676,11
reverse,2000,MSD_RADIX_SORT_WITH_STRING_QS,124.760,112.437,120.675,7324,12771,11
reverse,2100,QUICKSORT,279.041,271.882,276.264,30834,61668,11
reverse,2100,MERGESORT,203.714,198.234,200.729,18391,36782,11
reverse,2100,STRING_QUICKSORT,167.106,156.983,164.267,19034,20660,11
reverse,2100,STRING_MERGESORT_LCP,231.491,215.802,223.734,8013,16026,11
reverse,2100,MSD_RADIX_SORT,150.973,148.902,149.608,0,10158,11
reverse,2100,MSD_RADIX_SORT_WITH_STRING_QS,124.616,116.037,120.547,7706,13426,11
reverse,2200,QUICKSORT,288.190,280.577,285.895,32327,64654,11
reverse,2200,MERGESORT,219.788,210.561,215.731,19739,39478,11
reverse,2200,STRING_QUICKSORT,178.319,167.693,175.395,20368,22069,11
reverse,2200,STRING_MERGESORT_LCP,247.610,239.702,242.915,8596,17192,11
